#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=sy,,,
#,,,
date,country,users,frac
3/1/18,sy,29,74
3/2/18,sy,32,74
3/3/18,sy,34,75
3/4/18,sy,33,76
3/5/18,sy,27,76
3/6/18,sy,30,76
3/7/18,sy,29,76
3/8/18,sy,32,75
3/9/18,sy,27,71
3/10/18,sy,27,73
3/11/18,sy,30,71
3/12/18,sy,29,75
3/13/18,sy,30,76
3/14/18,sy,33,76
3/15/18,sy,32,73
3/16/18,sy,29,76
3/17/18,sy,29,68
3/18/18,sy,31,75
3/19/18,sy,25,66
3/20/18,sy,23,76
3/21/18,sy,26,74
3/22/18,sy,24,65
3/23/18,sy,24,72
3/24/18,sy,28,78
3/25/18,sy,28,76
3/26/18,sy,26,73
3/27/18,sy,25,78
3/28/18,sy,30,78
3/29/18,sy,27,75
3/30/18,sy,21,73
3/31/18,sy,21,73
4/1/18,sy,24,72
4/2/18,sy,30,73
4/3/18,sy,25,76
4/4/18,sy,23,74
4/5/18,sy,26,75
4/6/18,sy,24,76
4/7/18,sy,28,78
4/8/18,sy,27,78
4/9/18,sy,34,78
4/10/18,sy,34,73
4/11/18,sy,28,78
4/12/18,sy,34,79
4/13/18,sy,35,76
4/14/18,sy,31,78
4/15/18,sy,24,78
4/16/18,sy,23,74
4/17/18,sy,22,77
4/18/18,sy,30,76
4/19/18,sy,29,75
4/20/18,sy,29,73
4/21/18,sy,27,74
4/22/18,sy,32,71
4/23/18,sy,31,65
4/24/18,sy,34,71
4/25/18,sy,30,74
4/26/18,sy,27,74
4/27/18,sy,28,74
4/28/18,sy,24,73
4/29/18,sy,29,73
4/30/18,sy,24,73
5/1/18,sy,20,72
5/2/18,sy,27,73
5/3/18,sy,28,74
5/4/18,sy,31,74
5/5/18,sy,32,71
5/6/18,sy,38,69
5/7/18,sy,41,72
5/8/18,sy,39,70
5/9/18,sy,56,72
5/10/18,sy,58,76
5/11/18,sy,46,77
5/12/18,sy,41,76
5/13/18,sy,39,76
5/14/18,sy,38,76
5/15/18,sy,30,75
5/16/18,sy,30,76
5/17/18,sy,30,76
5/18/18,sy,31,76
5/19/18,sy,27,76
5/20/18,sy,30,76
5/21/18,sy,29,75
5/22/18,sy,35,71
5/23/18,sy,30,67
5/24/18,sy,27,75
5/25/18,sy,30,73
5/26/18,sy,31,68
5/27/18,sy,41,69
5/28/18,sy,36,69
5/29/18,sy,37,66
5/30/18,sy,42,62
5/31/18,sy,48,59
6/1/18,sy,46,63
6/2/18,sy,46,66
6/3/18,sy,50,63
6/4/18,sy,54,62
6/5/18,sy,68,60
6/6/18,sy,63,62
6/7/18,sy,66,62
6/8/18,sy,68,61
6/9/18,sy,71,57
6/10/18,sy,73,61
6/11/18,sy,75,57
6/12/18,sy,75,63
6/13/18,sy,77,64
6/14/18,sy,65,57
6/15/18,sy,66,64
6/16/18,sy,63,64
6/17/18,sy,63,67
6/18/18,sy,59,69
6/19/18,sy,59,73
6/20/18,sy,63,72
6/21/18,sy,57,74
6/22/18,sy,38,75
6/23/18,sy,43,72
6/24/18,sy,48,74
6/25/18,sy,57,74
6/26/18,sy,51,74
6/27/18,sy,50,72
6/28/18,sy,48,73
6/29/18,sy,46,73
6/30/18,sy,55,73
7/1/18,sy,70,69
7/2/18,sy,67,68
7/3/18,sy,65,66
7/4/18,sy,58,66
7/5/18,sy,54,61
7/6/18,sy,43,11
7/20/18,sy,21,100
7/21/18,sy,23,78
7/22/18,sy,30,78
7/23/18,sy,32,81
7/24/18,sy,32,81
7/25/18,sy,35,81
7/26/18,sy,33,83
7/27/18,sy,31,79
7/28/18,sy,25,78
7/29/18,sy,25,77
7/30/18,sy,25,78
7/31/18,sy,23,79
8/1/18,sy,23,82
8/2/18,sy,25,75
8/3/18,sy,30,80
8/4/18,sy,32,82
8/5/18,sy,28,79
8/6/18,sy,27,71
8/7/18,sy,27,75
8/8/18,sy,29,74
8/9/18,sy,30,74
8/10/18,sy,27,71
8/11/18,sy,24,75
8/12/18,sy,28,75
8/13/18,sy,25,72
8/14/18,sy,26,82
8/15/18,sy,23,82
8/16/18,sy,25,83
8/17/18,sy,27,82
8/18/18,sy,32,82
8/19/18,sy,30,82
8/20/18,sy,21,82
8/21/18,sy,16,82
8/22/18,sy,16,83
8/23/18,sy,20,82
8/24/18,sy,20,81
8/25/18,sy,24,81
8/26/18,sy,27,80
8/27/18,sy,29,80
8/28/18,sy,27,81
8/29/18,sy,21,81
8/30/18,sy,25,80
8/31/18,sy,25,80
9/1/18,sy,25,74
9/2/18,sy,30,71
9/3/18,sy,30,76
9/4/18,sy,29,77
9/5/18,sy,31,78
9/6/18,sy,35,80
9/7/18,sy,27,77
9/8/18,sy,31,60
9/9/18,sy,32,75
9/10/18,sy,38,69
9/11/18,sy,40,58
9/12/18,sy,38,56
9/13/18,sy,36,61
9/14/18,sy,27,66
9/15/18,sy,36,54
9/16/18,sy,45,47
9/17/18,sy,47,47
9/18/18,sy,45,47
9/19/18,sy,46,50
9/20/18,sy,44,65
9/21/18,sy,37,58
9/22/18,sy,51,66
9/23/18,sy,60,65
9/24/18,sy,53,66
9/25/18,sy,53,65
9/26/18,sy,46,70
9/27/18,sy,48,67
9/28/18,sy,35,69
9/29/18,sy,34,70
9/30/18,sy,38,50
10/1/18,sy,37,62
10/2/18,sy,39,70
10/3/18,sy,33,74
10/4/18,sy,35,74
10/5/18,sy,43,74
10/6/18,sy,40,75
10/7/18,sy,41,75
10/8/18,sy,46,75
10/9/18,sy,44,75
10/10/18,sy,52,74
10/11/18,sy,41,73
10/12/18,sy,36,72
10/13/18,sy,40,73
10/14/18,sy,51,72
10/15/18,sy,49,71
10/16/18,sy,67,65
10/17/18,sy,50,70
10/18/18,sy,56,60
10/19/18,sy,64,45
10/20/18,sy,71,48
10/21/18,sy,70,53
10/22/18,sy,55,68
10/23/18,sy,63,51
10/24/18,sy,38,68
10/25/18,sy,38,74
10/26/18,sy,38,73
10/27/18,sy,41,69
10/28/18,sy,41,71
10/29/18,sy,40,71
10/30/18,sy,37,69
10/31/18,sy,42,71
11/1/18,sy,34,65
11/2/18,sy,31,66
11/3/18,sy,34,67
11/4/18,sy,32,65
11/5/18,sy,35,67
11/6/18,sy,39,67
11/7/18,sy,34,68
11/8/18,sy,31,69
11/9/18,sy,34,68
11/10/18,sy,34,69
11/11/18,sy,39,70
11/12/18,sy,37,71
11/13/18,sy,33,70
11/14/18,sy,37,68
11/15/18,sy,36,69
11/16/18,sy,33,67
11/17/18,sy,35,69
11/18/18,sy,40,68
11/19/18,sy,34,67
11/20/18,sy,37,65
11/21/18,sy,36,63
11/22/18,sy,31,64
11/23/18,sy,27,62
11/24/18,sy,34,61
11/25/18,sy,32,61
11/26/18,sy,35,61
11/27/18,sy,40,59
11/28/18,sy,33,62
11/29/18,sy,34,63
11/30/18,sy,30,62
12/1/18,sy,34,58
