#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=eg,,,
#,,,
date,country,users,frac
9/7/18,eg,876,77
9/8/18,eg,1127,60
9/9/18,eg,974,75
9/10/18,eg,1077,69
9/11/18,eg,1207,58
9/12/18,eg,1221,56
9/13/18,eg,1122,61
9/14/18,eg,998,66
9/15/18,eg,1038,54
9/16/18,eg,1533,47
9/17/18,eg,1553,47
9/18/18,eg,1513,47
9/19/18,eg,1454,50
9/20/18,eg,1436,65
9/21/18,eg,1309,58
9/22/18,eg,1354,66
9/23/18,eg,1375,65
9/24/18,eg,1379,66
9/25/18,eg,1362,65
9/26/18,eg,1285,70
9/27/18,eg,1368,67
9/28/18,eg,1226,69
9/29/18,eg,1235,70
9/30/18,eg,1375,50
10/1/18,eg,1049,62
10/2/18,eg,1126,70
10/3/18,eg,1114,74
10/4/18,eg,1135,74
10/5/18,eg,1064,74
10/6/18,eg,1119,75
10/7/18,eg,1162,75
10/8/18,eg,1134,75
10/9/18,eg,1076,75
10/10/18,eg,1136,74
10/11/18,eg,1142,73
10/12/18,eg,1109,72
10/13/18,eg,1124,73
10/14/18,eg,1169,72
10/15/18,eg,1228,71
10/16/18,eg,1315,65
10/17/18,eg,1271,70
10/18/18,eg,1441,60
10/19/18,eg,1671,45
10/20/18,eg,1671,48
10/21/18,eg,1624,53
10/22/18,eg,1257,68
10/23/18,eg,1638,51
10/24/18,eg,1176,68
10/25/18,eg,1101,74
10/26/18,eg,1033,73
10/27/18,eg,1032,69
10/28/18,eg,1094,71
10/29/18,eg,1126,71
10/30/18,eg,1089,69
10/31/18,eg,1095,71
11/1/18,eg,1044,65
11/2/18,eg,1045,66
11/3/18,eg,1090,67
11/4/18,eg,1144,65
11/5/18,eg,1118,67
11/6/18,eg,1155,67
11/7/18,eg,1137,68
11/8/18,eg,1093,69
11/9/18,eg,1042,68
11/10/18,eg,1059,69
11/11/18,eg,1142,70
11/12/18,eg,1126,71
11/13/18,eg,1132,70
11/14/18,eg,1131,68
11/15/18,eg,1077,69
11/16/18,eg,1041,67
11/17/18,eg,1054,69
11/18/18,eg,1103,68
11/19/18,eg,1107,67
11/20/18,eg,1109,65
11/21/18,eg,1139,63
11/22/18,eg,1121,64
11/23/18,eg,1102,62
11/24/18,eg,1121,61
11/25/18,eg,1190,61
11/26/18,eg,1187,61
11/27/18,eg,1208,59
11/28/18,eg,1155,62
11/29/18,eg,1113,63
11/30/18,eg,1104,62
12/1/18,eg,1110,58
12/2/18,eg,1188,59
12/3/18,eg,1183,61
12/4/18,eg,1183,61
12/5/18,eg,1207,56
12/6/18,eg,1143,58
12/7/18,eg,1093,59
12/8/18,eg,1187,56
12/9/18,eg,1180,56
12/10/18,eg,1155,56
12/11/18,eg,1142,55
12/12/18,eg,1126,54
12/13/18,eg,1118,57
12/14/18,eg,1103,57
12/15/18,eg,1110,55
12/16/18,eg,1120,54
12/17/18,eg,1139,47
12/18/18,eg,1149,56
12/19/18,eg,1103,58
12/20/18,eg,1131,56
12/21/18,eg,1013,54
12/22/18,eg,1030,53
12/23/18,eg,1112,55
12/24/18,eg,1142,55
12/25/18,eg,1139,56
12/26/18,eg,1111,57
12/27/18,eg,1092,56
12/28/18,eg,1034,55
12/29/18,eg,1129,54
12/30/18,eg,1033,62
12/31/18,eg,994,63
1/1/19,eg,956,61
1/2/19,eg,913,65
1/3/19,eg,877,69
1/4/19,eg,776,73
1/5/19,eg,821,73
1/6/19,eg,938,69
1/7/19,eg,831,76
1/8/19,eg,871,76
1/9/19,eg,910,70
1/10/19,eg,837,78
1/11/19,eg,854,71
1/12/19,eg,922,65
1/13/19,eg,895,69
1/14/19,eg,927,66
1/15/19,eg,938,66
1/16/19,eg,892,69
1/17/19,eg,862,70
1/18/19,eg,802,68
1/19/19,eg,866,68
1/20/19,eg,932,64
1/21/19,eg,939,59
1/22/19,eg,976,66
1/23/19,eg,942,65
1/24/19,eg,904,61
1/25/19,eg,840,63
1/26/19,eg,857,67
1/27/19,eg,935,68
1/28/19,eg,920,70
1/29/19,eg,916,68
1/30/19,eg,964,61
1/31/19,eg,819,71
2/1/19,eg,775,68
2/2/19,eg,853,68
2/3/19,eg,651,97
2/4/19,eg,941,68
2/5/19,eg,955,68
2/6/19,eg,952,67
2/7/19,eg,922,67
2/8/19,eg,835,67
2/9/19,eg,890,65
2/10/19,eg,900,64
2/11/19,eg,891,65
2/12/19,eg,901,66
2/13/19,eg,856,68
2/14/19,eg,858,69
2/15/19,eg,800,70
2/16/19,eg,829,69
2/17/19,eg,868,66
2/18/19,eg,914,57
2/19/19,eg,877,69
2/20/19,eg,904,67
2/21/19,eg,874,68
2/22/19,eg,775,69
2/23/19,eg,794,69
2/24/19,eg,880,68
2/25/19,eg,933,69
2/26/19,eg,931,66
2/27/19,eg,923,67
2/28/19,eg,909,66
