#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=jo,,,
#,,,
date,country,users,frac
8/30/17,jo,69,69
8/31/17,jo,66,65
9/1/17,jo,72,59
9/2/17,jo,86,59
9/3/17,jo,110,46
9/4/17,jo,103,48
9/5/17,jo,90,53
9/6/17,jo,85,54
9/7/17,jo,89,53
9/8/17,jo,87,52
9/9/17,jo,73,52
9/10/17,jo,64,52
9/11/17,jo,75,52
9/12/17,jo,74,51
9/13/17,jo,65,51
9/14/17,jo,53,51
9/16/17,jo,73,43
9/17/17,jo,67,53
9/18/17,jo,66,53
9/19/17,jo,67,52
9/20/17,jo,58,65
9/21/17,jo,60,66
9/22/17,jo,66,65
9/23/17,jo,53,69
9/24/17,jo,56,66
9/25/17,jo,60,59
9/26/17,jo,54,69
9/27/17,jo,63,69
9/28/17,jo,58,68
9/29/17,jo,51,69
9/30/17,jo,53,68
10/1/17,jo,52,66
10/2/17,jo,55,67
10/3/17,jo,60,68
10/4/17,jo,62,69
10/5/17,jo,59,69
10/6/17,jo,58,68
10/7/17,jo,59,67
10/8/17,jo,57,69
10/9/17,jo,59,69
10/10/17,jo,57,70
10/11/17,jo,61,67
10/12/17,jo,61,69
10/13/17,jo,58,68
10/14/17,jo,59,67
10/15/17,jo,62,68
10/16/17,jo,71,69
10/17/17,jo,82,61
10/18/17,jo,71,70
10/19/17,jo,65,69
10/20/17,jo,67,69
10/21/17,jo,64,68
10/22/17,jo,62,69
10/23/17,jo,60,69
10/24/17,jo,59,69
10/25/17,jo,57,64
10/26/17,jo,53,63
10/27/17,jo,53,67
10/28/17,jo,54,66
10/29/17,jo,55,66
10/30/17,jo,59,69
10/31/17,jo,55,66
11/1/17,jo,50,69
11/2/17,jo,49,69
11/3/17,jo,46,70
11/4/17,jo,46,69
11/5/17,jo,46,71
11/6/17,jo,46,71
11/7/17,jo,57,57
11/8/17,jo,47,73
11/9/17,jo,51,67
11/10/17,jo,47,64
11/11/17,jo,55,69
11/12/17,jo,57,75
